image_uuid,growth_stage_code
8b15d36a-92ce-4ff8-89c7-3fe9bbfc874e,1
890e55bb-4ddd-43aa-8aa0-d12df3771ee3,1
b3c366d5-8ac8-44d3-82e0-5a1ce0e270b2,1
05e8a4b7-0568-4a8c-9fe1-b5cc13792098,1
ce191535-2ca1-481d-ade8-f7d3799fe77c,1
9bc6c124-5eac-4f3c-8edf-b137589fe328,1
5b2e380a-408e-433c-a4ba-efbd84110195,1
fb7865f8-815b-47a0-8492-dd70d9623754,1
b05a3d41-b3c0-4eb8-b5e8-d72e5f57619a,1
6c6a596a-2ba0-4b25-a412-690e315c2f5b,1
49e1d0b5-9b25-4b1f-b9f6-b00ad04e1f78,1
74831c76-ca04-4064-a49d-418da69312dd,1
edc1d772-ee96-4bf6-9542-ada5e5842aff,1
c56d876d-d2a1-4e49-99cf-9b7e47894ca6,1
e49fbba0-cd4d-4614-8837-a0e4c0f9503c,1
27e8c5b7-916a-4aeb-9f6d-99aa18e172ac,1
474cd4b1-029c-45f5-bd0f-8d33fda25db8,1
71f54b40-1852-4fd0-ad1d-2913ea6eb82a,1
8e10f2f9-afb0-4a88-846b-1e204975ad64,1
9ca9d602-6914-48e9-adab-8410aa8c4732,1
94575cf1-1f5d-46fa-a2cd-7f2c9f242ed6,1
e690ffe8-016b-407c-a8ea-82341d4fbe66,1
612438d8-76b9-4f03-8c7b-7a0a1cfcca68,1
0d90bfa7-bb98-4d55-a72b-b85be1ab10a6,1
f682bcaa-e782-4054-8426-b8eb4d177a8d,1
f563748d-7e5a-499f-8f64-6f325de4a2d1,1
a0f33d2f-e06f-47b8-9665-7f9ebfc17844,1
f33a9da2-df1a-42e1-b5c2-f627dc9aa34f,1
71a9dfa2-e0b5-465a-ab7e-8e8971559722,1
be5cc46c-73be-495f-82ae-bd4cb12a3c21,1
e8f5127e-a74c-48ba-a9be-33b7e83aa318,1
2017ff5b-bbe8-4742-8ff5-f207a6f152bf,1
602cfab1-fac0-49d6-85d8-cc6316a302bc,1
612bad4d-e2de-4903-8871-7bf36b066143,1
b2d105e3-e4ef-4bdf-b191-da06b6900562,1
a842f221-bd07-4386-91b4-3d430d505e84,1
996c574a-202d-46e4-bb2b-7810eaeb23f7,1
4496e255-5881-44f7-a8f3-fdea2db3beca,1
42b419f9-3db8-4e0f-a905-580b57f6a2e4,1
897077be-f3fa-44df-b30b-d7327aafa251,1
3388d249-648e-4f7e-8786-3560ee4b5fce,1
03d540f3-3439-4d22-8f6f-60b64117bc4c,1
ee5b328c-4e86-4092-a4da-e1d340355d97,1
df43dd3c-5a29-4823-be98-834776097561,1
2d888a60-175c-4fd5-bdaf-e48935b0c9cc,1
da016615-7668-4249-b08a-9c5085ef396b,1
55ddca03-3369-4458-9151-463e4a822d7d,1
69b90701-331d-4dd9-bdb2-4841037678f3,1
63c83846-919b-4957-b260-d07067d1de95,1
d378fd43-d3d7-4073-8d2c-6a820f259ac2,1
3df193e2-7af8-45ae-869c-dc1c42e7ad38,1
00b74d90-9a34-42e2-b5d1-23b23acf4ed9,1
bf0884fd-31d3-48f3-ba4e-f6295a72bde9,1
ef811311-29b3-47cc-9099-efc8266a757d,1
38c64807-7b07-4c5f-a5e4-b28217c9fe73,1
3c27ef95-27b3-430a-8e52-aa06d49ae8f9,1
3db1d450-fe68-41d2-8947-33dcff327b3b,1
5d8f1e9b-0a7d-4c51-9260-13b2fdb7b029,1
a307273a-c0d4-4ab4-bf7c-9bc92a62ba34,1
1c2e6f62-14ec-428c-9ef1-4dc76df4022a,1
2318594b-62a9-4083-9146-d42d2007330e,1
6d6fcbf4-6b2f-4d6b-a284-03c924abc8c0,1
6743674a-e4d0-46cb-9f0d-b915584df3be,1
05c87e40-1dc2-4a54-a496-43cfdb07677c,1
75127bf9-aa75-4f19-a917-928239a48786,1
bc4f2b5a-88d3-4721-9800-b68cff90b88b,1
84274974-8dea-4de3-9a2f-796e45f9e26b,1
bd94ca84-e411-4cc3-8981-2c8e0a20212b,1
08032a96-aed9-47ad-8d03-2db9027a8e8d,1
e1e95b91-435f-4665-a9b2-dcdce4fc9a19,1
a3b8cd02-837b-4b73-b275-4f02046f8ff5,1
5c74bd0d-fb66-488f-b226-6dbed5f73368,1
45c6d727-1802-415b-9a26-16085ed269ef,1
3daa7176-1b9f-4fa5-b731-1c972c7fc809,1
ee05dc47-46c2-4a03-82bd-667e0a2dda73,1
4f6d287c-8abf-46cd-8f49-ecfad018ee6f,1
5708be06-b272-4fda-81de-7a91ea77b53e,1
d72536d6-912f-4aca-8d88-2afa453b48a4,1
eeee1578-bc09-4753-8d6a-aa8f77f3f726,1
9debb2b9-74ff-4491-9534-1b8396413067,1
1e9192a3-ad86-4982-8883-dc69cacb75b2,1
c701e686-c2dc-4cc5-8ae0-b8ac0553a660,1
a61d45ec-62dd-4a54-b21d-591164da0c97,1
477f0a92-6f8d-4d05-a9a9-e2063757aa26,1
5c400e57-b7d3-4c4a-a278-124465013e1a,1
2901b843-745c-4dbd-a505-d5227e8f13a2,1
c2ad2852-0912-4902-8aa5-f6001a20490a,1
838c4cbb-e8f2-493c-ba70-f46d9dd4e8a4,1
f0e2e98b-19e3-404e-a904-38839b607ef3,1
c729c1f4-cd34-43ca-95d3-4962d0055c89,1
23aa8458-65b0-4b98-acb1-d708e6f76acb,1
3c3fe1bf-ebd4-4bc9-9e25-9f1793dbe2e3,1
1072056d-249d-4c85-b9fa-f0f24dbbf5b7,1
745a1e47-83c8-463a-9bcd-cdedba0c28c8,1
e5181f97-a2d5-4334-a3e8-0898ec8d3fe6,1
ac904d27-d4b3-4bf1-99cf-bd9caa9834a8,1
879573bc-2dc3-4ac9-b07d-fdc947383b46,1
ad1592a6-70e9-4c68-b5a3-7d80d21aaaa1,1
1819971f-e196-4a49-a271-6416ed24c4ef,1
406976d8-9968-4fc9-b303-91a745bd1625,1
63cddb4f-fb0b-408c-9371-8365e3a17d70,1
e3b6b3ab-7619-49ef-9012-61a702173901,1
69e07465-87c3-4e05-8ab2-da7cdaa9acac,1
f399980f-cb78-4873-a4a0-fb033e1c15b3,1
6d0053fa-5157-48ec-b5d1-903073706bf2,1
5a952b4a-e96d-4b8c-9366-812114dab8a3,1
09a0f001-896f-4afe-a9ad-76b9685b083a,1
4591f382-4fd0-451b-a7b7-85a5452926c4,1
9e45f327-67fa-4d2a-8faa-4de703995905,1
076219f5-3ba0-451f-ae9b-d857b6100dfc,1
62688df4-f086-429a-baae-e1c7ffa3429c,1
f10302b8-bccb-4d30-8a4d-42582ef79e69,1
5db6cb30-8337-4012-a87b-2b6feaa4c14e,1
f3f6a394-7ad5-4212-8c1c-c662e22dea9e,1
a484d248-2281-4598-af7c-4b6d4079118a,1
013f0970-2c8e-43dd-82b5-fc43f7983a17,1
e59d4762-a7a7-40a1-bdf1-995d1bdd5f26,1
3e26562e-ee53-423c-b56c-a2c07f9cdf39,1
308b086f-6a59-42dd-9832-ea26869fb4a5,1
5f372a5d-45af-44c8-80a2-4179593bdb42,1
2fb1c379-db08-4b55-8f8e-5be9dc011786,1
cb68dc80-ff22-4172-8939-9e4cc9e7f492,1
1a49bd64-436f-422d-9771-7d12f23622ed,1
e7178af1-a72c-45c1-bdec-ef539eae42c5,1
cb717033-8b8d-456c-ad4d-e5e3120b35cb,1
b69aabc7-68c4-4b67-af39-96ede29c35c9,1
4aa7e16c-820a-488c-bd5b-d1e3ae6381f0,1
66855732-4f11-411d-931c-0608d1a0f64e,1
a0758eff-1afa-468f-99c5-06915a41638c,1
27352fb0-87d2-417c-913a-9a6e03f5b865,1
6d57080d-ea99-42ed-b3f2-bb8c56d56ed9,1
